MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2017 The MathWorks, Inc.
                   R2017b (9.3.0.713579) 64-bit (glnxa64)
                             September 14, 2017
时间已过 96.582375 秒。
时间已过 88.710999 秒。
时间已过 93.608235 秒。
时间已过 108.169292 秒。
时间已过 88.725160 秒。
时间已过 93.099346 秒。
时间已过 112.394161 秒。
时间已过 98.925119 秒。
时间已过 102.828226 秒。
时间已过 104.773631 秒。
时间已过 90.141269 秒。
时间已过 91.240808 秒。
时间已过 107.465735 秒。
时间已过 96.324993 秒。
时间已过 94.373502 秒。
时间已过 92.267300 秒。
时间已过 92.294537 秒。
时间已过 102.860695 秒。
时间已过 88.732179 秒。
时间已过 102.712016 秒。
时间已过 105.061305 秒。
时间已过 108.717358 秒。
时间已过 95.752061 秒。
时间已过 105.951733 秒。
时间已过 94.357551 秒。

                                        First-Order                    Norm of 
 Iteration  Func-count    Residual       optimality      Lambda           step
     0         125         8179.35        2.76e+06         0.01
时间已过 93.223327 秒。
时间已过 91.169304 秒。
时间已过 104.024970 秒。
时间已过 90.832299 秒。
时间已过 103.487539 秒。
时间已过 107.293159 秒。
时间已过 100.813413 秒。
时间已过 105.368210 秒。
时间已过 95.600844 秒。
时间已过 105.935706 秒。
时间已过 98.682528 秒。
时间已过 103.924332 秒。
时间已过 100.109254 秒。
时间已过 90.351445 秒。
时间已过 97.704737 秒。
时间已过 97.195394 秒。
时间已过 94.045689 秒。
时间已过 106.224442 秒。
时间已过 101.852788 秒。
时间已过 99.291928 秒。
时间已过 98.995825 秒。
时间已过 98.358443 秒。
时间已过 92.503686 秒。
时间已过 91.440826 秒。
时间已过 98.103314 秒。
时间已过 90.243245 秒。
时间已过 104.962529 秒。
时间已过 93.406339 秒。
时间已过 102.962434 秒。
时间已过 95.358486 秒。
时间已过 93.168398 秒。
时间已过 92.927135 秒。
时间已过 92.087418 秒。
时间已过 98.264611 秒。
时间已过 92.575667 秒。
时间已过 90.656333 秒。
时间已过 107.808265 秒。
时间已过 94.615330 秒。
时间已过 100.547826 秒。
时间已过 93.559453 秒。
时间已过 93.329300 秒。
时间已过 93.332476 秒。
时间已过 87.275273 秒。
时间已过 90.110822 秒。
时间已过 88.847267 秒。
时间已过 102.095751 秒。
时间已过 99.753551 秒。
时间已过 95.422911 秒。
时间已过 97.523126 秒。
时间已过 90.998721 秒。
时间已过 102.102069 秒。
时间已过 104.178674 秒。
时间已过 111.813053 秒。
时间已过 106.730828 秒。
时间已过 104.009644 秒。
时间已过 109.105345 秒。
时间已过 104.943450 秒。
时间已过 98.866523 秒。
时间已过 102.325206 秒。
时间已过 109.557982 秒。
时间已过 91.445275 秒。
时间已过 90.981937 秒。
时间已过 107.128158 秒。
时间已过 102.233687 秒。
时间已过 96.542855 秒。
时间已过 111.944518 秒。
时间已过 92.921162 秒。
时间已过 96.695101 秒。
时间已过 104.940485 秒。
时间已过 104.432775 秒。
时间已过 98.432627 秒。
时间已过 103.583375 秒。
时间已过 96.170008 秒。
时间已过 97.455061 秒。
时间已过 102.841855 秒。
时间已过 98.786169 秒。
时间已过 95.055813 秒。
时间已过 96.328350 秒。
时间已过 93.583920 秒。
时间已过 94.808065 秒。
时间已过 94.045583 秒。
时间已过 101.596042 秒。
时间已过 98.278545 秒。
时间已过 94.379038 秒。
时间已过 96.062246 秒。
时间已过 92.242204 秒。
时间已过 98.340378 秒。
时间已过 108.290035 秒。
时间已过 89.577445 秒。
时间已过 104.999811 秒。
时间已过 96.588768 秒。
时间已过 99.165159 秒。
时间已过 101.970074 秒。
时间已过 101.028357 秒。
时间已过 109.265495 秒。
时间已过 106.009577 秒。
时间已过 93.879148 秒。
时间已过 91.057685 秒。
时间已过 91.286423 秒。
时间已过 98.345233 秒。
时间已过 97.980674 秒。
时间已过 102.214214 秒。
时间已过 88.170858 秒。
时间已过 109.965736 秒。
时间已过 98.148110 秒。
时间已过 99.988968 秒。
时间已过 97.223202 秒。
时间已过 95.232438 秒。
时间已过 96.414901 秒。
时间已过 95.300633 秒。
时间已过 90.852367 秒。
时间已过 104.799256 秒。
时间已过 99.811561 秒。
时间已过 94.730523 秒。
时间已过 96.047630 秒。
时间已过 93.054441 秒。
时间已过 96.196570 秒。
时间已过 99.494340 秒。
时间已过 105.498384 秒。
时间已过 98.544498 秒。
时间已过 98.346619 秒。
时间已过 95.796002 秒。
时间已过 91.853363 秒。
时间已过 97.019186 秒。
时间已过 90.859038 秒。
     1         250         3760.21        4.88e+05        0.001      0.0399223
时间已过 108.043952 秒。
时间已过 97.541618 秒。
时间已过 93.655505 秒。
时间已过 97.017343 秒。
时间已过 95.227036 秒。
时间已过 90.179409 秒。
时间已过 106.988188 秒。
时间已过 99.202712 秒。
时间已过 93.065033 秒。
时间已过 86.552983 秒。
时间已过 109.902523 秒。
时间已过 106.709717 秒。
时间已过 107.647627 秒。
时间已过 104.286095 秒。
时间已过 90.013334 秒。
时间已过 98.543601 秒。
时间已过 103.639413 秒。
时间已过 105.386865 秒。
时间已过 105.857852 秒。
时间已过 92.888066 秒。
时间已过 104.501641 秒。
时间已过 113.633938 秒。
时间已过 102.598661 秒。
时间已过 103.114051 秒。
时间已过 103.407203 秒。
时间已过 91.592541 秒。
时间已过 94.095281 秒。
时间已过 107.073138 秒。
时间已过 99.283553 秒。
时间已过 89.444731 秒。
时间已过 100.767107 秒。
时间已过 109.564910 秒。
时间已过 105.418685 秒。
时间已过 99.243351 秒。
时间已过 88.770102 秒。
时间已过 85.520428 秒。
时间已过 97.028937 秒。
时间已过 93.394502 秒。
时间已过 89.494546 秒。
时间已过 103.438568 秒。
时间已过 97.757173 秒。
时间已过 106.743905 秒。
时间已过 96.954242 秒。
时间已过 94.206886 秒。
时间已过 99.306696 秒。
时间已过 94.285208 秒。
时间已过 96.092134 秒。
时间已过 105.103996 秒。
时间已过 106.401583 秒。
时间已过 97.668767 秒。
时间已过 108.629568 秒。
时间已过 105.950347 秒。
时间已过 100.114259 秒。
时间已过 100.541852 秒。
时间已过 94.259205 秒。
时间已过 87.584486 秒。
时间已过 96.946858 秒。
时间已过 94.723943 秒。
时间已过 96.424489 秒。
时间已过 96.938599 秒。
时间已过 99.583109 秒。
时间已过 94.127514 秒。
时间已过 102.316472 秒。
时间已过 98.553675 秒。
时间已过 96.374472 秒。
时间已过 117.660530 秒。
时间已过 91.319668 秒。
时间已过 90.598077 秒。
时间已过 90.332181 秒。
时间已过 98.570775 秒。
时间已过 92.955124 秒。
时间已过 107.498188 秒。
时间已过 101.882131 秒。
时间已过 91.964888 秒。
时间已过 88.260705 秒。
时间已过 115.168767 秒。
时间已过 104.658389 秒。
时间已过 99.604771 秒。
时间已过 96.727542 秒。
时间已过 95.152548 秒。
时间已过 103.665814 秒。
时间已过 85.644812 秒。
时间已过 95.197426 秒。
时间已过 99.481758 秒。
时间已过 90.845294 秒。
时间已过 90.391543 秒。
时间已过 95.467546 秒。
时间已过 104.352717 秒。
时间已过 110.250500 秒。
时间已过 89.665174 秒。
时间已过 93.375405 秒。
时间已过 92.636245 秒。
时间已过 98.690709 秒。
时间已过 96.444964 秒。
时间已过 92.612549 秒。
时间已过 105.289389 秒。
时间已过 94.432953 秒。
时间已过 101.444006 秒。
时间已过 91.504965 秒。
时间已过 92.739548 秒。
时间已过 91.948378 秒。
时间已过 105.966420 秒。
时间已过 98.954761 秒。
时间已过 98.257421 秒。
时间已过 93.069624 秒。
时间已过 100.576548 秒。
时间已过 104.260957 秒。
时间已过 97.153915 秒。
时间已过 92.588086 秒。
时间已过 87.836564 秒。
时间已过 92.432584 秒。
时间已过 99.621357 秒。
时间已过 102.628511 秒。
时间已过 103.018131 秒。
时间已过 99.099773 秒。
时间已过 103.476121 秒。
时间已过 103.389549 秒。
时间已过 95.819895 秒。
时间已过 99.669992 秒。
时间已过 93.733299 秒。
时间已过 90.660288 秒。
时间已过 102.380589 秒。
时间已过 101.016930 秒。
时间已过 97.895954 秒。
时间已过 95.727992 秒。
     2         375         2464.59        8.41e+05       0.0001       0.033812
时间已过 102.830806 秒。
时间已过 85.307506 秒。
时间已过 105.224502 秒。
时间已过 95.948601 秒。
时间已过 91.010873 秒。
时间已过 96.016547 秒。
时间已过 101.591459 秒。
时间已过 99.032682 秒。
时间已过 91.845783 秒。
时间已过 104.142025 秒。
时间已过 104.571740 秒。
时间已过 104.011814 秒。
时间已过 89.184176 秒。
时间已过 104.048497 秒。
时间已过 100.913543 秒。
时间已过 103.464934 秒。
时间已过 105.456974 秒。
时间已过 107.796866 秒。
时间已过 92.260919 秒。
时间已过 101.215265 秒。
时间已过 105.405074 秒。
时间已过 89.161201 秒。
时间已过 97.890215 秒。
时间已过 92.626668 秒。
时间已过 93.495986 秒。
时间已过 98.840690 秒。
时间已过 90.309845 秒。
时间已过 89.634764 秒。
时间已过 102.867976 秒。
时间已过 88.683870 秒。
时间已过 99.455279 秒。
时间已过 97.631167 秒。
时间已过 89.041671 秒。
时间已过 97.491876 秒。
时间已过 90.435362 秒。
时间已过 106.988877 秒。
时间已过 101.356537 秒。
时间已过 100.247287 秒。
时间已过 96.821875 秒。
时间已过 110.311880 秒。
时间已过 96.348923 秒。
时间已过 92.254878 秒。
时间已过 95.683700 秒。
时间已过 93.455098 秒。
时间已过 102.718355 秒。
时间已过 95.740404 秒。
时间已过 104.670632 秒。
时间已过 105.742856 秒。
时间已过 93.257265 秒。
时间已过 105.164053 秒。
时间已过 88.326774 秒。
时间已过 96.849534 秒。
时间已过 95.967187 秒。
时间已过 93.764404 秒。
时间已过 98.732752 秒。
时间已过 101.265923 秒。
时间已过 103.599049 秒。
时间已过 94.682599 秒。
时间已过 95.340747 秒。
时间已过 96.472423 秒。
时间已过 95.831887 秒。
时间已过 94.900082 秒。
时间已过 94.566772 秒。
时间已过 98.372884 秒。
时间已过 100.195797 秒。
时间已过 92.301529 秒。
时间已过 97.116261 秒。
时间已过 105.497839 秒。
时间已过 105.164868 秒。
时间已过 93.859934 秒。
时间已过 100.156084 秒。
时间已过 93.057252 秒。
时间已过 94.621099 秒。
时间已过 88.237862 秒。
时间已过 87.768537 秒。
时间已过 107.227702 秒。
时间已过 86.199058 秒。
时间已过 101.270754 秒。
时间已过 105.699253 秒。
时间已过 105.685737 秒。
时间已过 101.792806 秒。
时间已过 102.933367 秒。
时间已过 99.664010 秒。
时间已过 102.043854 秒。
时间已过 90.683514 秒。
时间已过 89.397423 秒。
时间已过 89.847924 秒。
时间已过 100.449097 秒。
时间已过 101.660128 秒。
时间已过 98.496833 秒。
时间已过 96.643846 秒。
时间已过 95.674704 秒。
时间已过 95.367897 秒。
时间已过 93.106173 秒。
时间已过 96.197648 秒。
时间已过 104.884133 秒。
时间已过 100.396717 秒。
时间已过 104.473691 秒。
时间已过 91.414965 秒。
时间已过 89.493732 秒。
时间已过 94.076131 秒。
时间已过 97.363039 秒。
时间已过 96.194622 秒。
时间已过 102.665710 秒。
时间已过 89.746022 秒。
时间已过 92.744319 秒。
时间已过 102.043154 秒。
时间已过 105.631803 秒。
时间已过 91.430360 秒。
时间已过 94.490301 秒。
时间已过 103.145371 秒。
时间已过 104.105708 秒。
时间已过 95.368752 秒。
时间已过 92.105764 秒。
时间已过 101.801301 秒。
时间已过 104.419462 秒。
时间已过 97.801667 秒。
时间已过 104.329237 秒。
时间已过 103.270013 秒。
时间已过 113.015736 秒。
时间已过 105.677617 秒。
时间已过 107.896879 秒。
时间已过 107.796437 秒。
时间已过 93.714774 秒。
时间已过 93.885847 秒。
     3         500         2070.97        2.67e+06        1e-05      0.0234709
时间已过 96.470737 秒。
时间已过 99.845097 秒。
时间已过 101.525235 秒。
时间已过 99.459680 秒。
时间已过 103.363756 秒。
时间已过 95.785796 秒。
时间已过 96.970697 秒。
时间已过 98.637475 秒。
时间已过 107.496474 秒。
时间已过 98.833006 秒。
时间已过 93.264560 秒。
时间已过 86.100190 秒。
时间已过 97.320341 秒。
时间已过 90.054124 秒。
时间已过 104.210283 秒。
时间已过 93.687425 秒。
时间已过 99.887711 秒。
时间已过 109.183047 秒。
时间已过 93.481317 秒。
时间已过 96.431762 秒。
时间已过 95.169409 秒。
时间已过 90.332927 秒。
时间已过 102.754618 秒。
时间已过 102.684538 秒。
时间已过 94.125577 秒。
时间已过 97.273604 秒。
时间已过 88.558204 秒。
时间已过 102.444906 秒。
时间已过 89.704951 秒。
时间已过 102.726831 秒。
时间已过 100.585242 秒。
时间已过 104.883448 秒。
时间已过 105.289035 秒。
时间已过 93.842930 秒。
时间已过 93.105092 秒。
时间已过 95.077455 秒。
时间已过 98.714513 秒。
时间已过 91.790428 秒。
时间已过 91.409406 秒。
时间已过 94.159822 秒。
时间已过 96.254843 秒。
时间已过 97.575370 秒。
时间已过 95.666172 秒。
时间已过 95.290848 秒。
时间已过 94.929629 秒。
时间已过 101.369768 秒。
时间已过 91.886338 秒。
时间已过 101.189331 秒。
时间已过 92.858533 秒。
时间已过 96.227118 秒。
时间已过 94.824650 秒。
时间已过 98.062723 秒。
时间已过 92.141576 秒。
时间已过 101.736378 秒。
时间已过 111.101496 秒。
时间已过 108.733196 秒。
时间已过 106.693025 秒。
时间已过 92.346609 秒。
时间已过 100.304129 秒。
时间已过 91.100138 秒。
时间已过 125.470412 秒。
时间已过 102.728890 秒。
时间已过 98.281584 秒。
时间已过 103.332395 秒。
时间已过 90.516755 秒。
时间已过 102.932334 秒。
时间已过 90.200122 秒。
时间已过 94.788493 秒。
时间已过 108.100202 秒。
时间已过 89.443140 秒。
时间已过 97.554185 秒。
时间已过 92.465062 秒。
时间已过 103.585038 秒。
时间已过 109.481132 秒。
时间已过 109.270526 秒。
时间已过 99.844387 秒。
时间已过 98.081244 秒。
时间已过 98.511779 秒。
时间已过 103.451955 秒。
时间已过 91.491173 秒。
时间已过 85.700240 秒。
时间已过 98.608120 秒。
时间已过 94.699561 秒。
时间已过 96.046865 秒。
时间已过 86.474193 秒。
时间已过 99.927526 秒。
时间已过 92.496277 秒。
时间已过 101.281415 秒。
时间已过 106.276599 秒。
时间已过 84.953259 秒。
时间已过 100.217806 秒。
时间已过 88.557709 秒。
时间已过 111.410683 秒。
时间已过 99.707096 秒。
时间已过 102.256892 秒。
时间已过 119.936836 秒。
时间已过 111.906407 秒。
时间已过 106.574231 秒。
时间已过 101.213007 秒。
时间已过 92.197833 秒。
时间已过 99.924804 秒。
时间已过 94.208089 秒。
时间已过 94.483757 秒。
时间已过 92.127978 秒。
时间已过 99.956967 秒。
时间已过 91.157590 秒。
时间已过 102.583395 秒。
时间已过 102.189274 秒。
时间已过 91.962492 秒。
时间已过 91.529730 秒。
时间已过 105.683565 秒。
时间已过 103.394712 秒。
时间已过 95.874081 秒。
时间已过 99.318612 秒。
时间已过 90.708703 秒。
时间已过 96.406218 秒。
时间已过 102.505213 秒。
时间已过 99.740306 秒。
时间已过 97.271298 秒。
时间已过 91.150053 秒。
时间已过 99.579675 秒。
时间已过 87.153469 秒。
时间已过 89.913891 秒。
时间已过 99.116704 秒。
时间已过 101.291049 秒。
     4         625         1886.29        3.21e+05        1e-06      0.0173012
时间已过 103.657253 秒。
时间已过 107.472661 秒。
时间已过 95.185820 秒。
时间已过 98.244333 秒。
时间已过 88.949273 秒。
时间已过 95.935945 秒。
时间已过 99.751322 秒。
时间已过 86.274568 秒。
时间已过 105.899288 秒。
时间已过 99.169162 秒。
时间已过 102.198005 秒。
时间已过 93.846584 秒。
时间已过 100.726621 秒。
时间已过 94.816512 秒。
时间已过 97.916581 秒。
时间已过 97.124518 秒。
时间已过 92.229994 秒。
时间已过 97.814851 秒。
时间已过 99.872177 秒。
时间已过 87.238447 秒。
时间已过 99.508342 秒。
时间已过 110.041885 秒。
时间已过 85.927537 秒。
时间已过 104.664720 秒。
时间已过 103.360073 秒。
时间已过 105.787961 秒。
时间已过 99.974978 秒。
时间已过 88.561059 秒。
时间已过 105.009672 秒。
时间已过 88.651049 秒。
时间已过 96.942607 秒。
时间已过 97.984751 秒。
时间已过 96.385301 秒。
时间已过 102.825989 秒。
时间已过 94.354523 秒。
时间已过 101.850023 秒。
时间已过 102.609486 秒。
时间已过 98.881110 秒。
时间已过 98.325885 秒。
时间已过 95.294473 秒。
时间已过 99.129146 秒。
时间已过 94.257498 秒。
时间已过 95.395879 秒。
时间已过 105.246188 秒。
时间已过 98.306922 秒。
时间已过 95.112779 秒。
时间已过 96.172575 秒。
时间已过 97.891804 秒。
时间已过 93.351604 秒。
时间已过 105.795318 秒。
时间已过 98.661948 秒。
时间已过 104.740631 秒。
时间已过 96.332220 秒。
时间已过 110.535041 秒。
时间已过 105.329907 秒。
时间已过 91.981914 秒。
时间已过 95.442756 秒。
时间已过 92.776279 秒。
时间已过 101.863008 秒。
时间已过 89.137610 秒。
时间已过 103.899250 秒。
时间已过 88.167221 秒。
时间已过 110.407358 秒。
时间已过 96.483473 秒。
时间已过 86.887890 秒。
时间已过 91.657630 秒。
时间已过 101.881481 秒。
时间已过 100.080629 秒。
时间已过 99.007108 秒。
时间已过 97.194732 秒。
时间已过 99.223782 秒。
时间已过 101.370305 秒。
时间已过 101.332763 秒。
时间已过 99.958864 秒。
时间已过 102.390117 秒。
时间已过 93.428079 秒。
时间已过 105.713742 秒。
时间已过 98.394141 秒。
时间已过 104.128759 秒。
时间已过 95.286219 秒。
时间已过 97.116622 秒。
时间已过 108.343298 秒。
时间已过 96.342721 秒。
时间已过 111.550035 秒。
时间已过 104.422594 秒。
时间已过 102.132070 秒。
时间已过 108.763913 秒。
时间已过 111.666217 秒。
时间已过 98.825651 秒。
时间已过 97.787804 秒。
时间已过 103.116246 秒。
时间已过 107.137621 秒。
时间已过 103.431917 秒。
时间已过 114.790439 秒。
时间已过 114.114222 秒。
时间已过 110.109209 秒。
时间已过 99.550255 秒。
时间已过 103.269527 秒。
时间已过 97.406768 秒。
时间已过 96.477351 秒。
时间已过 95.050283 秒。
时间已过 89.391182 秒。
时间已过 92.934007 秒。
时间已过 102.331195 秒。
时间已过 109.437635 秒。
时间已过 105.204638 秒。
时间已过 92.188800 秒。
时间已过 110.521544 秒。
时间已过 97.653207 秒。
时间已过 99.920186 秒。
时间已过 103.647107 秒。
时间已过 108.195548 秒。
时间已过 104.063440 秒。
时间已过 104.109447 秒。
时间已过 94.279173 秒。
时间已过 92.404057 秒。
时间已过 94.511283 秒。
时间已过 94.200266 秒。
时间已过 100.363900 秒。
时间已过 95.044959 秒。
时间已过 97.887921 秒。
时间已过 99.511623 秒。
时间已过 92.421829 秒。
时间已过 98.347833 秒。
时间已过 103.587134 秒。
     5         750         1783.54         7.5e+05        1e-07      0.0269176
时间已过 96.033795 秒。
时间已过 97.350726 秒。
时间已过 97.871439 秒。
时间已过 89.034464 秒。
时间已过 100.205187 秒。
时间已过 93.468927 秒。
时间已过 94.783962 秒。
时间已过 106.043809 秒。
时间已过 103.061256 秒。
时间已过 102.265898 秒。
时间已过 100.262542 秒。
时间已过 99.389671 秒。
时间已过 96.441580 秒。
时间已过 98.886134 秒。
时间已过 101.615146 秒。
时间已过 98.459802 秒。
时间已过 95.392842 秒。
时间已过 89.190320 秒。
时间已过 94.561449 秒。
时间已过 103.592956 秒。
时间已过 93.336877 秒。
时间已过 91.008239 秒。
时间已过 93.610010 秒。
时间已过 90.656071 秒。
时间已过 105.453981 秒。
时间已过 98.895925 秒。
时间已过 91.499274 秒。
时间已过 104.235881 秒。
时间已过 93.628528 秒。
时间已过 91.168190 秒。
时间已过 104.749646 秒。
时间已过 99.917911 秒。
时间已过 101.221272 秒。
时间已过 103.427810 秒。
时间已过 103.877847 秒。
时间已过 98.045238 秒。
时间已过 112.739240 秒。
时间已过 105.769665 秒。
时间已过 98.882777 秒。
时间已过 101.418784 秒。
时间已过 104.017875 秒。
时间已过 102.767319 秒。
时间已过 93.354687 秒。
时间已过 101.843286 秒。
时间已过 92.372958 秒。
时间已过 94.190745 秒。
时间已过 100.826005 秒。
时间已过 90.877118 秒。
时间已过 98.613619 秒。
时间已过 98.006343 秒。
时间已过 99.182408 秒。
时间已过 96.340619 秒。
时间已过 107.913153 秒。
时间已过 103.063337 秒。
时间已过 101.556317 秒。
时间已过 103.716994 秒。
时间已过 99.675657 秒。
时间已过 92.451057 秒。
时间已过 92.450279 秒。
时间已过 95.460467 秒。
时间已过 102.112686 秒。
时间已过 95.355647 秒。
时间已过 94.221578 秒。
时间已过 95.939935 秒。
时间已过 104.574952 秒。
时间已过 89.823535 秒。
时间已过 96.796458 秒。
时间已过 93.537100 秒。
时间已过 105.786042 秒。
时间已过 97.097345 秒。
时间已过 93.742852 秒。
时间已过 101.098252 秒。
时间已过 90.509106 秒。
时间已过 104.073161 秒。
时间已过 112.264757 秒。
时间已过 100.346352 秒。
时间已过 101.964371 秒。
时间已过 99.717384 秒。
时间已过 95.110770 秒。
时间已过 103.835754 秒。
时间已过 96.022358 秒。
时间已过 102.892970 秒。
时间已过 95.541139 秒。
时间已过 97.932293 秒。
时间已过 95.147002 秒。
时间已过 102.604348 秒。
时间已过 103.315831 秒。
时间已过 99.219834 秒。
时间已过 98.893036 秒。
时间已过 102.686907 秒。
时间已过 102.662623 秒。
时间已过 97.848332 秒。
时间已过 96.270228 秒。
时间已过 93.587694 秒。
时间已过 99.677002 秒。
时间已过 109.156129 秒。
时间已过 98.498847 秒。
时间已过 89.477652 秒。
时间已过 92.010208 秒。
时间已过 105.471809 秒。
时间已过 95.903608 秒。
时间已过 100.927462 秒。
时间已过 91.227406 秒。
时间已过 92.506259 秒。
时间已过 107.981381 秒。
时间已过 97.995873 秒。
时间已过 102.511065 秒。
时间已过 96.602063 秒。
时间已过 85.959953 秒。
时间已过 99.313653 秒。
时间已过 90.469773 秒。
时间已过 99.835629 秒。
时间已过 106.774853 秒。
时间已过 100.986090 秒。
时间已过 94.703712 秒。
时间已过 94.395110 秒。
时间已过 100.448467 秒。
时间已过 107.151866 秒。
时间已过 106.233692 秒。
时间已过 98.911230 秒。
时间已过 101.971868 秒。
时间已过 113.009152 秒。
时间已过 99.758452 秒。
时间已过 96.928208 秒。
时间已过 96.791275 秒。
     6         875         1721.91        2.51e+05        1e-08      0.0211389
时间已过 94.362892 秒。
时间已过 98.321109 秒。
时间已过 103.799598 秒。
时间已过 111.204435 秒。
时间已过 101.756217 秒。
时间已过 103.624939 秒。
时间已过 99.071622 秒。
时间已过 98.315418 秒。
时间已过 99.979631 秒。
时间已过 107.398822 秒。
时间已过 103.422424 秒。
时间已过 90.338069 秒。
时间已过 92.020514 秒。
时间已过 95.417977 秒。
时间已过 85.850240 秒。
时间已过 129.734373 秒。
时间已过 133.256675 秒。
时间已过 133.710677 秒。
时间已过 133.492192 秒。
时间已过 130.406844 秒。
时间已过 135.785318 秒。
时间已过 126.925469 秒。
时间已过 140.226229 秒。
时间已过 125.473868 秒。
时间已过 129.670087 秒。
时间已过 127.839056 秒。
时间已过 126.946163 秒。
时间已过 132.050800 秒。
时间已过 138.442430 秒。
时间已过 131.295840 秒。
时间已过 133.577778 秒。
时间已过 134.110640 秒。
时间已过 133.912860 秒。
时间已过 135.084734 秒。
时间已过 141.629411 秒。
时间已过 138.186083 秒。
时间已过 130.585824 秒。
时间已过 130.203959 秒。
时间已过 136.215405 秒。
时间已过 129.777234 秒。
时间已过 140.329077 秒。
时间已过 131.866555 秒。
时间已过 128.436910 秒。
时间已过 121.890361 秒。
时间已过 122.186309 秒。
时间已过 113.361722 秒。
时间已过 116.179839 秒。
时间已过 111.629800 秒。
时间已过 115.061253 秒。
时间已过 122.839151 秒。
时间已过 113.788767 秒。
时间已过 99.272847 秒。
时间已过 102.089960 秒。
时间已过 115.183859 秒。
时间已过 91.765124 秒。
时间已过 105.059491 秒。
时间已过 93.435853 秒。
时间已过 94.862434 秒。
时间已过 101.752492 秒。
时间已过 91.227725 秒。
时间已过 102.262060 秒。
时间已过 104.139505 秒。
时间已过 88.208638 秒。
时间已过 102.250762 秒。
时间已过 88.545592 秒。
时间已过 86.133062 秒。
时间已过 82.009351 秒。
时间已过 86.193219 秒。
时间已过 81.378679 秒。
时间已过 81.413898 秒。
时间已过 94.736696 秒。
时间已过 95.908405 秒。
时间已过 81.130449 秒。
时间已过 80.703183 秒。
时间已过 80.524647 秒。
时间已过 80.602516 秒。
时间已过 80.732966 秒。
时间已过 82.490463 秒。
时间已过 79.629668 秒。
时间已过 119.968644 秒。
时间已过 124.050325 秒。
时间已过 126.273370 秒。
时间已过 118.717345 秒。
时间已过 126.440339 秒。
时间已过 129.134519 秒。
时间已过 120.975563 秒。
